filename,width,height,class,xmin,ymin,xmax,ymax
IMG_0872_JPEG.rf.01b71462e0008d89e4c9056ec53c78ac.jpg,1536,2048,can,638,1809,836,2037
IMG_0872_JPEG.rf.01b71462e0008d89e4c9056ec53c78ac.jpg,1536,2048,can,1142,1826,1349,2047
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,1020,95,1358,512
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,696,156,992,550
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,356,180,654,582
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,39,203,318,597
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,122,833,386,1252
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,462,773,718,1256
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,754,758,1056,1260
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,1205,703,1528,1282
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,999,1412,1318,1899
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,650,1418,975,1980
IMG_0348_JPEG.rf.02187bb0ea780d635d2706280286d0c5.jpg,1536,2048,box,356,1390,620,1886
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,10,855,240,1271
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,251,863,542,1303
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,586,868,848,1277
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,916,848,1163,1267
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,1206,842,1474,1299
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,639,325,835,621
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,649,1847,890,2047
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,1280,1774,1535,2047
IMG_0873_JPEG.rf.07168ce114208be1b8f4809437778999.jpg,1536,2048,can,1245,341,1490,623
IMG_0337_JPEG.rf.17fe23881288d86b6f77d14033d37fb7.jpg,1536,2048,box,646,1,1063,636
IMG_0340_JPEG.rf.0565face2a7c3e5e40a2bb58f90f8459.jpg,1536,2048,box,122,35,507,614
IMG_0340_JPEG.rf.0565face2a7c3e5e40a2bb58f90f8459.jpg,1536,2048,box,554,24,901,673
IMG_0340_JPEG.rf.0565face2a7c3e5e40a2bb58f90f8459.jpg,1536,2048,box,954,22,1224,646
IMG_0340_JPEG.rf.0565face2a7c3e5e40a2bb58f90f8459.jpg,1536,2048,box,879,1009,1164,1399
IMG_0340_JPEG.rf.0565face2a7c3e5e40a2bb58f90f8459.jpg,1536,2048,box,1252,935,1513,1358
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,10,855,240,1271
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,251,863,542,1303
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,586,868,848,1277
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,916,848,1163,1267
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,1206,842,1474,1299
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,639,325,835,621
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,649,1847,890,2047
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,1280,1774,1535,2047
IMG_0873_JPEG.rf.0506867d771d3d3eed5c6338643a24e9.jpg,1536,2048,can,1245,341,1490,623
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,884,954,1211,1409
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,484,875,833,1295
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,164,831,469,1250
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,667,16,1116,684
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,290,22,639,584
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,1243,35,1535,656
IMG_0347_JPEG.rf.1b969a281ce1c4c6afd1ab61b9cbe7ae.jpg,1536,2048,box,137,1512,371,1724
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,874,141,1136,571
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,585,148,836,586
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,344,169,555,588
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,10,241,287,588
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,62,633,308,1003
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,334,622,579,1007
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,610,614,859,1009
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,879,607,1132,1007
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,472,1224,681,1565
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,700,1229,938,1556
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,968,1239,1187,1586
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,1225,1618,1436,1937
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,964,1609,1172,1920
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,713,1609,936,1912
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,479,1601,683,1888
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,242,1535,457,1869
IMG_0901_JPEG.rf.324a630c6741e5d485b7334dc554b295.jpg,1536,2048,can,8,1505,219,1863
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,743,851,990,1243
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,1064,447,1435,996
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,1013,986,1327,1437
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,1345,996,1529,1439
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,411,1594,653,1886
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,198,1614,347,1832
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,1359,1703,1506,1937
IMG_0911_JPEG.rf.1dcc7e0ee698d583dcd7c2ddfa992a1c.jpg,1536,2048,can,1172,1848,1336,2039
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,182,529,729,1196
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,752,541,1212,1221
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,1287,541,1535,1230
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,314,1309,727,1706
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,749,1294,1137,1689
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,1174,1299,1402,1609
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,449,1749,729,1974
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,772,1744,1028,2047
IMG_0463_JPEG.rf.0dc1944146c33c3e6afcea884dcfd7ae.jpg,1536,2048,box,1099,1749,1359,1994
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,102,0,419,443
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,396,2,690,433
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,692,2,970,423
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,153,443,429,870
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,425,437,708,868
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,700,429,968,861
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,0,457,188,868
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,694,1072,1002,1464
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,386,1453,700,1819
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,702,1459,1011,1837
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,1057,1066,1388,1474
IMG_0909_JPEG.rf.1c553f6f2c32dd4e2ff564bf51b43f31.jpg,1536,2048,can,1045,1470,1361,1851
IMG_0784_JPEG.rf.2caac467e7bac21a1b6852908b7ef0e0.jpg,1536,2048,can,49,570,417,1011
IMG_0784_JPEG.rf.2caac467e7bac21a1b6852908b7ef0e0.jpg,1536,2048,can,408,564,698,953
IMG_0784_JPEG.rf.2caac467e7bac21a1b6852908b7ef0e0.jpg,1536,2048,can,106,1008,441,1390
IMG_0784_JPEG.rf.2caac467e7bac21a1b6852908b7ef0e0.jpg,1536,2048,can,435,962,706,1308
IMG_0784_JPEG.rf.2caac467e7bac21a1b6852908b7ef0e0.jpg,1536,2048,can,1004,1368,1298,1657
IMG_0336_JPEG.rf.02df51bec51d6b6605cfa43659e8cf30.jpg,1536,2048,box,262,762,707,1381
IMG_0336_JPEG.rf.02df51bec51d6b6605cfa43659e8cf30.jpg,1536,2048,box,1024,852,1416,1377
IMG_0336_JPEG.rf.02df51bec51d6b6605cfa43659e8cf30.jpg,1536,2048,box,603,1522,947,2047
IMG_0336_JPEG.rf.02df51bec51d6b6605cfa43659e8cf30.jpg,1536,2048,box,156,1481,594,2047
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,476,206,830,729
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,542,925,795,1378
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,244,958,538,1368
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,497,1575,771,1962
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,811,1516,983,1938
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,852,878,1023,1363
IMG_0344_JPEG.rf.166d9e5c1da4b9ee139c34e85effda2c.jpg,1536,2048,box,866,146,1081,749
IMG_0467_JPEG.rf.226b85ded61b559c4a16803257fec08b.jpg,1536,2048,box,681,124,1438,1185
IMG_0467_JPEG.rf.226b85ded61b559c4a16803257fec08b.jpg,1536,2048,box,636,1493,1174,2047
IMG_0467_JPEG.rf.226b85ded61b559c4a16803257fec08b.jpg,1536,2048,box,14,1503,655,2047
IMG_0467_JPEG.rf.1a828161a5efdd6604b79d0aa2eb1c7f.jpg,1536,2048,box,681,124,1438,1185
IMG_0467_JPEG.rf.1a828161a5efdd6604b79d0aa2eb1c7f.jpg,1536,2048,box,636,1493,1174,2047
IMG_0467_JPEG.rf.1a828161a5efdd6604b79d0aa2eb1c7f.jpg,1536,2048,box,14,1503,655,2047
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,715,989,898,1367
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,161,0,485,714
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,789,14,998,622
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,519,2,759,665
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1049,65,1164,599
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1213,92,1283,560
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,959,965,1047,1290
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,708,1424,868,1692
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1089,907,1172,1203
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1219,850,1264,1143
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1308,803,1366,1090
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1415,780,1457,1035
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1068,1254,1125,1499
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,930,1329,1006,1584
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1181,1180,1215,1407
IMG_0519_JPEG.rf.314bf20575b312945b88054245a12939.jpg,1536,2048,can,1270,1124,1310,1329
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,884,954,1211,1409
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,484,875,833,1295
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,164,831,469,1250
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,667,16,1116,684
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,290,22,639,584
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,1243,35,1535,656
IMG_0347_JPEG.rf.0777f170b3bf4c4a3b17b616d899131e.jpg,1536,2048,box,137,1512,371,1724
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,49,768,366,1198
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,402,751,680,1141
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,686,741,961,1096
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,117,1215,421,1568
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,425,1155,686,1480
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,696,1110,917,1413
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,930,1034,1114,1288
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,1121,666,1366,996
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,1146,1022,1307,1252
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,1281,1382,1485,1571
IMG_0787_JPEG.rf.14af44ca936500969ef93ea07e02c01f.jpg,1536,2048,can,1293,1607,1438,1760
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,725,0,1015,417
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,box,113,4,690,665
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,1027,2,1274,395
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,984,708,1243,1088
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,1262,690,1468,1060
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,711,1104,944,1409
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,968,1084,1180,1410
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,1205,1099,1415,1408
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,717,1598,927,1853
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,935,1586,1129,1825
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,710,1829,910,2047
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,925,1823,1108,2047
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,box,4,1231,700,1629
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,1291,1646,1421,1856
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,1147,1667,1240,1839
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,981,1112,1159,1384
IMG_0904_JPEG.rf.1f72c18e749425f04e28a5ddc5f03262.jpg,1536,2048,can,1334,14,1515,403
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,0,9,243,448
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,164,603,496,1139
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,530,612,833,1152
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,864,658,1128,1188
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,1222,737,1473,1182
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,969,1377,1209,1724
IMG_0345_JPEG.rf.1e6556cb8bcfe7a83ddd9e54a37f564a.jpg,1536,2048,box,818,1456,909,1839
IMG_0336_JPEG.rf.2d6d0444500ca0106c7d70d2dd56c914.jpg,1536,2048,box,262,762,707,1381
IMG_0336_JPEG.rf.2d6d0444500ca0106c7d70d2dd56c914.jpg,1536,2048,box,1024,852,1416,1377
IMG_0336_JPEG.rf.2d6d0444500ca0106c7d70d2dd56c914.jpg,1536,2048,box,603,1522,947,2047
IMG_0336_JPEG.rf.2d6d0444500ca0106c7d70d2dd56c914.jpg,1536,2048,box,156,1481,594,2047
IMG_0468_JPEG.rf.3963f31ad89e861a26a61cbec331f9ac.jpg,1536,2048,box,547,426,1054,1069
IMG_0468_JPEG.rf.3963f31ad89e861a26a61cbec331f9ac.jpg,1536,2048,box,1147,434,1535,1062
IMG_0468_JPEG.rf.3963f31ad89e861a26a61cbec331f9ac.jpg,1536,2048,box,509,1231,944,1586
IMG_0468_JPEG.rf.3963f31ad89e861a26a61cbec331f9ac.jpg,1536,2048,box,957,1171,1257,1476
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,can,870,407,1144,788
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,can,1172,392,1447,790
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,can,1174,812,1442,1154
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,can,887,813,1130,1115
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,box,455,227,789,773
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,box,237,267,404,752
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,box,230,883,483,1290
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,box,544,897,853,1288
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,box,432,1461,819,1777
IMG_0783_JPEG.rf.3f687c8ea48cd3dcec0cce878c977ed6.jpg,1536,2048,box,51,1410,372,1697
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,276,326,562,773
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,317,820,593,1160
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,623,788,834,1148
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,874,786,1106,1143
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,1147,722,1315,1048
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,1368,731,1535,1048
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,1104,1533,1268,1790
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,1310,1550,1466,1826
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,666,1603,840,1865
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,449,1616,634,1858
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,106,1529,300,1680
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,0,731,144,1080
IMG_0913_JPEG.rf.39a45e295c1ddb86fc11fb46ac907868.jpg,1536,2048,can,0,331,119,669
IMG_0343_JPEG.rf.4004bc7f695b600a2c98702bacccdecb.jpg,1536,2048,box,1091,316,1432,991
IMG_0508_JPEG.rf.4dfc2822a11e664abe7e3f909cc6f830.jpg,1536,2048,can,74,833,339,1274
IMG_0508_JPEG.rf.4dfc2822a11e664abe7e3f909cc6f830.jpg,1536,2048,can,339,829,566,1241
IMG_0508_JPEG.rf.4dfc2822a11e664abe7e3f909cc6f830.jpg,1536,2048,can,568,823,764,1208
IMG_0508_JPEG.rf.4dfc2822a11e664abe7e3f909cc6f830.jpg,1536,2048,can,766,813,972,1198
IMG_0508_JPEG.rf.4dfc2822a11e664abe7e3f909cc6f830.jpg,1536,2048,can,978,806,1155,1174
